nazione,fascia_eta,misura,sesso,anno,valore
EA20,Y20-64,Percentage of total population,T,2020,6.0
EA20,Y20-64,Percentage of total population,T,2021,6.0
EA20,Y20-64,Percentage of total population,T,2022,5.2
EA20,Y20-64,Percentage of total population,T,2023,5.1
EA20,Y20-64,Percentage of total population,T,2024,4.9
EE,Y20-64,Percentage of total population,T,2009,10.7
EE,Y20-64,Percentage of total population,T,2010,13.4
EE,Y20-64,Percentage of total population,T,2011,9.8
EE,Y20-64,Percentage of total population,T,2012,8.0
EE,Y20-64,Percentage of total population,T,2013,6.9
EE,Y20-64,Percentage of total population,T,2014,5.9
EE,Y20-64,Percentage of total population,T,2015,5.1
EE,Y20-64,Percentage of total population,T,2016,5.6
EE,Y20-64,Percentage of total population,T,2017,4.8
EE,Y20-64,Percentage of total population,T,2018,4.3
EE,Y20-64,Percentage of total population,T,2019,3.7
EE,Y20-64,Percentage of total population,T,2020,5.7
EE,Y20-64,Percentage of total population,T,2021,5.2
EE,Y20-64,Percentage of total population,T,2022,4.7
EE,Y20-64,Percentage of total population,T,2023,5.4
EE,Y20-64,Percentage of total population,T,2024,6.5
EL,Y20-64,Percentage of total population,T,2009,7.0
EL,Y20-64,Percentage of total population,T,2010,9.4
EL,Y20-64,Percentage of total population,T,2011,13.0
EL,Y20-64,Percentage of total population,T,2012,17.8
EL,Y20-64,Percentage of total population,T,2013,20.0
EL,Y20-64,Percentage of total population,T,2014,19.2
EL,Y20-64,Percentage of total population,T,2015,18.2
EL,Y20-64,Percentage of total population,T,2016,17.5
EL,Y20-64,Percentage of total population,T,2017,16.0
EL,Y20-64,Percentage of total population,T,2018,14.5
EL,Y20-64,Percentage of total population,T,2019,13.3
EL,Y20-64,Percentage of total population,T,2020,12.5
EL,Y20-64,Percentage of total population,T,2021,10.8
EL,Y20-64,Percentage of total population,T,2022,9.3
EL,Y20-64,Percentage of total population,T,2023,8.3
EL,Y20-64,Percentage of total population,T,2024,7.7
ES,Y20-64,Percentage of total population,T,2009,13.3
ES,Y20-64,Percentage of total population,T,2010,15.0
ES,Y20-64,Percentage of total population,T,2011,16.4
ES,Y20-64,Percentage of total population,T,2012,19.1
ES,Y20-64,Percentage of total population,T,2013,20.2
ES,Y20-64,Percentage of total population,T,2014,19.0
ES,Y20-64,Percentage of total population,T,2015,17.1
ES,Y20-64,Percentage of total population,T,2016,15.3
ES,Y20-64,Percentage of total population,T,2017,13.3
ES,Y20-64,Percentage of total population,T,2018,11.8
ES,Y20-64,Percentage of total population,T,2019,10.9
ES,Y20-64,Percentage of total population,T,2020,11.8
ES,Y20-64,Percentage of total population,T,2021,11.6
ES,Y20-64,Percentage of total population,T,2022,10.1
ES,Y20-64,Percentage of total population,T,2023,9.5
ES,Y20-64,Percentage of total population,T,2024,8.8
EU27_2020,Y20-64,Percentage of total population,T,2009,6.7
EU27_2020,Y20-64,Percentage of total population,T,2010,7.3
EU27_2020,Y20-64,Percentage of total population,T,2011,7.3
EU27_2020,Y20-64,Percentage of total population,T,2012,8.1
EU27_2020,Y20-64,Percentage of total population,T,2013,8.6
EU27_2020,Y20-64,Percentage of total population,T,2014,8.2
EU27_2020,Y20-64,Percentage of total population,T,2015,7.6
EU27_2020,Y20-64,Percentage of total population,T,2016,6.9
EU27_2020,Y20-64,Percentage of total population,T,2017,6.2
EU27_2020,Y20-64,Percentage of total population,T,2018,5.6
EU27_2020,Y20-64,Percentage of total population,T,2019,5.2
EU27_2020,Y20-64,Percentage of total population,T,2020,5.4
EU27_2020,Y20-64,Percentage of total population,T,2021,5.4
EU27_2020,Y20-64,Percentage of total population,T,2022,4.7
EU27_2020,Y20-64,Percentage of total population,T,2023,4.7
EU27_2020,Y20-64,Percentage of total population,T,2024,4.6
FI,Y20-64,Percentage of total population,T,2009,5.9
FI,Y20-64,Percentage of total population,T,2010,6.1
FI,Y20-64,Percentage of total population,T,2011,5.7
FI,Y20-64,Percentage of total population,T,2012,5.6
FI,Y20-64,Percentage of total population,T,2013,6.0
FI,Y20-64,Percentage of total population,T,2014,6.4
FI,Y20-64,Percentage of total population,T,2015,7.0
FI,Y20-64,Percentage of total population,T,2016,6.5
FI,Y20-64,Percentage of total population,T,2017,6.5
FI,Y20-64,Percentage of total population,T,2018,5.6
FI,Y20-64,Percentage of total population,T,2019,5.0
FI,Y20-64,Percentage of total population,T,2020,5.8
FI,Y20-64,Percentage of total population,T,2021,5.9
FI,Y20-64,Percentage of total population,T,2022,5.3
FI,Y20-64,Percentage of total population,T,2023,5.5
FI,Y20-64,Percentage of total population,T,2024,6.5
FR,Y20-64,Percentage of total population,T,2003,6.2
FR,Y20-64,Percentage of total population,T,2004,6.4
FR,Y20-64,Percentage of total population,T,2005,6.4
FR,Y20-64,Percentage of total population,T,2006,6.3
FR,Y20-64,Percentage of total population,T,2007,5.7
FR,Y20-64,Percentage of total population,T,2008,5.3
FR,Y20-64,Percentage of total population,T,2009,6.5
FR,Y20-64,Percentage of total population,T,2010,6.7
FR,Y20-64,Percentage of total population,T,2011,6.6
FR,Y20-64,Percentage of total population,T,2012,7.1
FR,Y20-64,Percentage of total population,T,2013,7.6
FR,Y20-64,Percentage of total population,T,2014,7.6
FR,Y20-64,Percentage of total population,T,2015,7.7
FR,Y20-64,Percentage of total population,T,2016,7.5
FR,Y20-64,Percentage of total population,T,2017,7.1
FR,Y20-64,Percentage of total population,T,2018,6.8
FR,Y20-64,Percentage of total population,T,2019,6.4
FR,Y20-64,Percentage of total population,T,2020,6.0
FR,Y20-64,Percentage of total population,T,2021,6.0
FR,Y20-64,Percentage of total population,T,2022,5.5
FR,Y20-64,Percentage of total population,T,2023,5.6
FR,Y20-64,Percentage of total population,T,2024,5.6
HR,Y20-64,Percentage of total population,T,2009,6.2
HR,Y20-64,Percentage of total population,T,2010,7.8
HR,Y20-64,Percentage of total population,T,2011,9.1
HR,Y20-64,Percentage of total population,T,2012,10.7
HR,Y20-64,Percentage of total population,T,2013,11.4
HR,Y20-64,Percentage of total population,T,2014,11.7
HR,Y20-64,Percentage of total population,T,2015,11.1
HR,Y20-64,Percentage of total population,T,2016,8.7
HR,Y20-64,Percentage of total population,T,2017,7.5
HR,Y20-64,Percentage of total population,T,2018,5.7
HR,Y20-64,Percentage of total population,T,2019,4.5
HR,Y20-64,Percentage of total population,T,2020,5.0
HR,Y20-64,Percentage of total population,T,2021,5.3
HR,Y20-64,Percentage of total population,T,2022,4.9
HR,Y20-64,Percentage of total population,T,2023,4.4
HR,Y20-64,Percentage of total population,T,2024,3.6
HU,Y20-64,Percentage of total population,T,2009,6.6
HU,Y20-64,Percentage of total population,T,2010,7.5
HU,Y20-64,Percentage of total population,T,2011,7.4
HU,Y20-64,Percentage of total population,T,2012,7.5
HU,Y20-64,Percentage of total population,T,2013,7.0
HU,Y20-64,Percentage of total population,T,2014,5.5
HU,Y20-64,Percentage of total population,T,2015,4.9
HU,Y20-64,Percentage of total population,T,2016,3.8
HU,Y20-64,Percentage of total population,T,2017,3.1
HU,Y20-64,Percentage of total population,T,2018,2.7
HU,Y20-64,Percentage of total population,T,2019,2.5
HU,Y20-64,Percentage of total population,T,2020,3.3
HU,Y20-64,Percentage of total population,T,2021,3.2
HU,Y20-64,Percentage of total population,T,2022,2.9
HU,Y20-64,Percentage of total population,T,2023,3.3
HU,Y20-64,Percentage of total population,T,2024,3.6
IE,Y20-64,Percentage of total population,T,2009,9.2
IE,Y20-64,Percentage of total population,T,2010,10.7
IE,Y20-64,Percentage of total population,T,2011,11.3
IE,Y20-64,Percentage of total population,T,2012,11.3
IE,Y20-64,Percentage of total population,T,2013,10.2
IE,Y20-64,Percentage of total population,T,2014,8.8
IE,Y20-64,Percentage of total population,T,2015,7.4
IE,Y20-64,Percentage of total population,T,2016,6.3
IE,Y20-64,Percentage of total population,T,2017,5.0
IE,Y20-64,Percentage of total population,T,2018,4.2
IE,Y20-64,Percentage of total population,T,2019,3.6
IE,Y20-64,Percentage of total population,T,2020,4.2
IE,Y20-64,Percentage of total population,T,2021,4.6
IE,Y20-64,Percentage of total population,T,2022,3.4
IE,Y20-64,Percentage of total population,T,2023,3.2
IE,Y20-64,Percentage of total population,T,2024,3.2
IS,Y20-64,Percentage of total population,T,2009,5.7
IS,Y20-64,Percentage of total population,T,2010,5.9
IS,Y20-64,Percentage of total population,T,2011,5.5
IS,Y20-64,Percentage of total population,T,2012,4.6
IS,Y20-64,Percentage of total population,T,2013,4.2
IS,Y20-64,Percentage of total population,T,2014,3.9
IS,Y20-64,Percentage of total population,T,2015,3.2
IS,Y20-64,Percentage of total population,T,2016,2.5
IS,Y20-64,Percentage of total population,T,2017,2.1
IS,Y20-64,Percentage of total population,T,2018,2.1
IS,Y20-64,Percentage of total population,T,2019,2.8
IS,Y20-64,Percentage of total population,T,2020,4.5
IS,Y20-64,Percentage of total population,T,2021,5.0
IS,Y20-64,Percentage of total population,T,2022,2.9
IS,Y20-64,Percentage of total population,T,2023,2.6
IS,Y20-64,Percentage of total population,T,2024,2.7
IT,Y20-64,Percentage of total population,T,2009,5.0
IT,Y20-64,Percentage of total population,T,2010,5.4
IT,Y20-64,Percentage of total population,T,2011,5.4
IT,Y20-64,Percentage of total population,T,2012,7.1
IT,Y20-64,Percentage of total population,T,2013,8.1
IT,Y20-64,Percentage of total population,T,2014,8.6
IT,Y20-64,Percentage of total population,T,2015,8.1
IT,Y20-64,Percentage of total population,T,2016,8.0
IT,Y20-64,Percentage of total population,T,2017,7.8
IT,Y20-64,Percentage of total population,T,2018,7.3
IT,Y20-64,Percentage of total population,T,2019,6.9
IT,Y20-64,Percentage of total population,T,2020,6.3
IT,Y20-64,Percentage of total population,T,2021,6.5
IT,Y20-64,Percentage of total population,T,2022,5.6
IT,Y20-64,Percentage of total population,T,2023,5.4
IT,Y20-64,Percentage of total population,T,2024,4.6
LT,Y20-64,Percentage of total population,T,2009,10.6
LT,Y20-64,Percentage of total population,T,2010,13.9
LT,Y20-64,Percentage of total population,T,2011,12.2
LT,Y20-64,Percentage of total population,T,2012,10.7
LT,Y20-64,Percentage of total population,T,2013,9.4
LT,Y20-64,Percentage of total population,T,2014,8.7
LT,Y20-64,Percentage of total population,T,2015,7.5
LT,Y20-64,Percentage of total population,T,2016,6.5
LT,Y20-64,Percentage of total population,T,2017,5.9
LT,Y20-64,Percentage of total population,T,2018,5.2
LT,Y20-64,Percentage of total population,T,2019,5.3
LT,Y20-64,Percentage of total population,T,2020,7.3
LT,Y20-64,Percentage of total population,T,2021,6.1
LT,Y20-64,Percentage of total population,T,2022,5.1
LT,Y20-64,Percentage of total population,T,2023,5.9
LT,Y20-64,Percentage of total population,T,2024,6.1
LU,Y20-64,Percentage of total population,T,2009,3.6
LU,Y20-64,Percentage of total population,T,2010,3.1
LU,Y20-64,Percentage of total population,T,2011,3.5
LU,Y20-64,Percentage of total population,T,2012,3.8
LU,Y20-64,Percentage of total population,T,2013,4.3
LU,Y20-64,Percentage of total population,T,2014,4.3
LU,Y20-64,Percentage of total population,T,2015,4.8
LU,Y20-64,Percentage of total population,T,2016,4.5
LU,Y20-64,Percentage of total population,T,2017,4.0
LU,Y20-64,Percentage of total population,T,2018,4.0
LU,Y20-64,Percentage of total population,T,2019,4.1
LU,Y20-64,Percentage of total population,T,2020,5.0
LU,Y20-64,Percentage of total population,T,2021,3.8
LU,Y20-64,Percentage of total population,T,2022,3.2
LU,Y20-64,Percentage of total population,T,2023,3.6
LU,Y20-64,Percentage of total population,T,2024,4.6
LV,Y20-64,Percentage of total population,T,2009,14.0
LV,Y20-64,Percentage of total population,T,2010,15.4
LV,Y20-64,Percentage of total population,T,2011,12.8
LV,Y20-64,Percentage of total population,T,2012,11.9
LV,Y20-64,Percentage of total population,T,2013,9.4
LV,Y20-64,Percentage of total population,T,2014,8.7
LV,Y20-64,Percentage of total population,T,2015,8.0
LV,Y20-64,Percentage of total population,T,2016,8.0
LV,Y20-64,Percentage of total population,T,2017,7.2
LV,Y20-64,Percentage of total population,T,2018,6.3
LV,Y20-64,Percentage of total population,T,2019,5.3
LV,Y20-64,Percentage of total population,T,2020,6.9
LV,Y20-64,Percentage of total population,T,2021,6.3
LV,Y20-64,Percentage of total population,T,2022,5.7
LV,Y20-64,Percentage of total population,T,2023,5.5
LV,Y20-64,Percentage of total population,T,2024,5.9
ME,Y20-64,Percentage of total population,T,2011,12.3
ME,Y20-64,Percentage of total population,T,2012,12.7
ME,Y20-64,Percentage of total population,T,2013,12.4
ME,Y20-64,Percentage of total population,T,2014,12.0
ME,Y20-64,Percentage of total population,T,2015,11.8
ME,Y20-64,Percentage of total population,T,2016,12.0
ME,Y20-64,Percentage of total population,T,2017,11.1
ME,Y20-64,Percentage of total population,T,2018,10.7
ME,Y20-64,Percentage of total population,T,2019,10.9
ME,Y20-64,Percentage of total population,T,2020,12.0
MK,Y20-64,Percentage of total population,T,2009,22.2
MK,Y20-64,Percentage of total population,T,2010,22.3
MK,Y20-64,Percentage of total population,T,2011,21.7
MK,Y20-64,Percentage of total population,T,2012,21.4
MK,Y20-64,Percentage of total population,T,2013,20.1
MK,Y20-64,Percentage of total population,T,2014,19.5
MK,Y20-64,Percentage of total population,T,2015,18.3
MK,Y20-64,Percentage of total population,T,2016,16.3
MK,Y20-64,Percentage of total population,T,2017,15.5
MK,Y20-64,Percentage of total population,T,2018,14.4
MK,Y20-64,Percentage of total population,T,2019,12.3
MK,Y20-64,Percentage of total population,T,2020,11.5
MT,Y20-64,Percentage of total population,T,2009,3.7
MT,Y20-64,Percentage of total population,T,2010,3.9
MT,Y20-64,Percentage of total population,T,2011,3.7
MT,Y20-64,Percentage of total population,T,2012,3.6
MT,Y20-64,Percentage of total population,T,2013,3.9
MT,Y20-64,Percentage of total population,T,2014,3.8
MT,Y20-64,Percentage of total population,T,2015,3.6
MT,Y20-64,Percentage of total population,T,2016,3.2
MT,Y20-64,Percentage of total population,T,2017,2.7
MT,Y20-64,Percentage of total population,T,2018,2.8
MT,Y20-64,Percentage of total population,T,2019,3.0
MT,Y20-64,Percentage of total population,T,2020,3.7
MT,Y20-64,Percentage of total population,T,2021,2.8
MT,Y20-64,Percentage of total population,T,2022,2.7
MT,Y20-64,Percentage of total population,T,2023,2.7
MT,Y20-64,Percentage of total population,T,2024,2.5
NL,Y20-64,Percentage of total population,T,2009,3.8
NL,Y20-64,Percentage of total population,T,2010,4.3
NL,Y20-64,Percentage of total population,T,2011,4.3
NL,Y20-64,Percentage of total population,T,2012,5.0
NL,Y20-64,Percentage of total population,T,2013,6.2
NL,Y20-64,Percentage of total population,T,2014,6.3
NL,Y20-64,Percentage of total population,T,2015,6.0
NL,Y20-64,Percentage of total population,T,2016,5.2
NL,Y20-64,Percentage of total population,T,2017,4.3
NL,Y20-64,Percentage of total population,T,2018,3.6
NL,Y20-64,Percentage of total population,T,2019,3.2
NL,Y20-64,Percentage of total population,T,2020,3.5
NL,Y20-64,Percentage of total population,T,2021,3.0
NL,Y20-64,Percentage of total population,T,2022,2.5
NL,Y20-64,Percentage of total population,T,2023,2.5
NL,Y20-64,Percentage of total population,T,2024,2.6
NO,Y20-64,Percentage of total population,T,2009,2.4
NO,Y20-64,Percentage of total population,T,2010,2.8
NO,Y20-64,Percentage of total population,T,2011,2.5
NO,Y20-64,Percentage of total population,T,2012,2.5
NO,Y20-64,Percentage of total population,T,2013,2.8
NO,Y20-64,Percentage of total population,T,2014,2.8
NO,Y20-64,Percentage of total population,T,2015,3.5
NO,Y20-64,Percentage of total population,T,2016,3.5
NO,Y20-64,Percentage of total population,T,2017,3.1
NO,Y20-64,Percentage of total population,T,2018,2.9
NO,Y20-64,Percentage of total population,T,2019,2.8
NO,Y20-64,Percentage of total population,T,2020,3.5
NO,Y20-64,Percentage of total population,T,2021,3.1
NO,Y20-64,Percentage of total population,T,2022,2.2
NO,Y20-64,Percentage of total population,T,2023,2.4
NO,Y20-64,Percentage of total population,T,2024,2.6
PL,Y20-64,Percentage of total population,T,2009,5.7
PL,Y20-64,Percentage of total population,T,2010,6.8
PL,Y20-64,Percentage of total population,T,2011,6.8
